metal,route,country,energy_mix_fossil,production_tonnes,recycling_rate,transport_km,scrap_return_tonnes,energy_intensity_MJ_per_tonne,ghg_kgCO2e_per_tonne
copper,secondary,US,0.8373158952121105,1.0012402442813302,0.909041424940814,530.5590710730008,0.5952959651021742,9587.145117392676,147.87155395567515
aluminium,primary,RU,0.47038524037586893,0.6779984291817286,0.375247116787592,1279.5338137382469,0.24311955055363652,186112.71790941476,2163.6523433463403
copper,secondary,BR,0.7643920197384935,2.400450133774057,0.9039619026316146,29.19603323624799,1.1515190241445623,8922.550482807377,146.4351991743478
copper,secondary,CN,0.3500035656951843,2.4032461636778164,0.7342119920916923,,1.4398565976572217,8547.511398549823,62.920136612431065
aluminium,primary,AU,0.8004787653953012,1.4936689106422785,,98.16670180620581,0.32255654822668695,192413.11652461108,3830.4499701821405
lithium,primary,RU,0.38879728472739006,3.109656104127831,0.31333160916925906,2150.6004624158613,0.929016700969556,,548.7365451580998
copper,primary,AU,0.3148358047550144,3.781979920130301,0.08178866634179785,627.7670451657631,0.2560881443188841,,395.7141610886747
lithium,primary,CN,0.3483270802992434,1.8338893370347804,0.2476322872816481,476.79011029205225,0.34090667164489896,,492.1687836077324
nickel,mixed,RU,0.3456505031054843,2.029571483719765,,24.09067780822952,0.3711557111888729,8063.426592126238,24.508196716654957
copper,mixed,CN,0.610290303501593,0.7650406588083057,0.39898225250052327,1056.438044904352,0.2739444431488373,9219.754044563193,77.72965460620861
lithium,secondary,IN,0.8758380649505169,4.605099993016099,,,3.093767394037934,9959.826897328734,206.17681349332943
aluminium,primary,CN,0.26368406159400454,0.1490076518895696,0.33031181581889474,546.5140206213047,0.02064968023513423,168556.4509036384,1132.839321679677
aluminium,primary,AU,0.7655650547947381,0.9572703542496931,0.3122897898369993,207.099682069732,0.18657570977697233,196578.6170702036,3706.3910719474247
aluminium,secondary,US,0.7234771677222862,2.658833029540409,0.7246885650145805,36.55690163461583,1.5012551861878567,31735.893705439234,545.2748972049419
aluminium,secondary,CN,0.8980159614634899,0.26695781358632237,0.8148635447727697,433.7961048815338,0.15517808307821973,29802.398755979088,661.7684820492883
aluminium,primary,BR,0.3953180484055258,0.5046474111309007,0.21180769870025018,635.9377270546514,0.06323410071458781,172567.07659487997,1696.957301476276
aluminium,secondary,US,0.5600878869480237,1.8797150157267537,0.9467082430737298,,0.8660217080849062,31925.707064051076,484.6724043472295
nickel,mixed,IN,0.9406618995548139,1.7419323382717937,,502.2436688466159,0.5420348588044236,10206.610707550934,287.0156888463276
aluminium,primary,RU,0.7279947601082537,2.7859203638450376,0.33959994964782503,168.6925741201357,0.5407430653690068,202910.66635875977,3704.048541710343
aluminium,primary,RU,0.5110147302892776,3.4491547117858237,0.2703956977984893,722.4794227229091,0.5034375081277237,185868.88419409728,2435.014358191171
copper,secondary,US,0.30512990628421477,0.3752614606204432,0.8565584752022803,387.8470153099227,0.20551644972501057,9397.793697394969,53.23758368573175
aluminium,primary,RU,0.40998800632047283,0.1371040384066513,0.19835612489537002,69.07776965686588,0.02369523468335328,162109.7947403706,1703.5867038934105
nickel,primary,CN,0.6649723819915067,2.440035190425965,0.34218668045774825,373.82221974888745,0.5783782664023845,58410.892329447306,940.3901141234339
aluminium,primary,US,0.774534358048411,0.8173304057138964,0.21427049931308012,251.8727596202606,0.09280045940844962,185490.45579766817,3606.5189488952333
lithium,primary,AU,,2.066912943155971,,99.44257031819892,0.15729065031697492,56474.451786188,455.1115596322252
copper,secondary,CN,0.6796778080352432,0.4263196533328182,0.7486002356441249,921.0499480126249,0.22320617045928426,9060.45901386983,156.7621202560529
aluminium,secondary,CN,0.6402810230710008,1.3661373560685228,0.8921809337840749,,1.0684608166514702,25247.706064190566,355.8909409642337
aluminium,primary,CN,0.6111643573525665,1.5040721239961146,0.2337174244718257,187.0764536916476,0.2783013801016298,178042.37585799102,2636.7010370094067
nickel,mixed,AU,0.7520984941456064,1.8593285713331251,,6.337514011284838,0.27695046798331563,9936.095881417212,214.6686017799214
copper,mixed,IN,0.8699596760667696,1.539680652721608,0.3276264299423827,50.466801403853054,0.33395141203561307,9653.116948704803,196.29439753228695
copper,mixed,BR,0.4583917465414947,1.469131295845614,0.3570840206230038,176.26763295871697,0.4790353316022122,9382.130634353112,97.37179407996226
copper,primary,RU,0.9112097520887676,0.9091334854699717,0.4082285916332305,27.899708171538645,0.1880142316749269,64385.27164613867,1541.7176327798384
aluminium,primary,US,0.3285068900948406,0.24768114019509377,0.19181768250573128,453.95117193758085,0.034171217096850275,169830.43215204583,1347.450239741476
aluminium,mixed,IN,0.3384190958009315,0.2875671243095622,0.43059090114103743,45.434627056517314,0.0759954755977683,25046.44769453349,248.92253189826636
aluminium,secondary,US,0.4134176508991392,1.2375390723188773,0.8770209338206651,,0.5150059938890482,26467.8634973606,236.67144223233774
nickel,primary,RU,0.29562469563766225,0.9794707487389943,0.36508075307957916,27.039170108158324,0.15374133106709303,56720.02170495231,410.330621367537
copper,primary,AU,,1.551897866229448,0.32990761739257535,30.570227780976882,0.3755511662832012,62257.218682072235,543.7717061976822
aluminium,primary,CN,,0.8272212210634273,0.13222869013936267,182.156231433394,0.04511468810343969,172871.6954666113,1195.0355323371105
aluminium,mixed,CN,,2.4289279285455496,0.07857535320353133,1134.4374838377848,0.08818740297420498,29580.910688038126,654.7304276165091
aluminium,secondary,AU,0.3111751935092997,4.089536514605589,,512.7644456133995,2.0881638100525337,,267.55383847314505
aluminium,primary,IN,,0.810104490415963,0.2544210671178306,,0.08782496542219752,205292.87495953985,4115.936820943531
copper,primary,IN,0.23833109433066701,0.5288235884565482,0.33088534736332986,76.31464938558122,0.11203392855515759,60366.41553921618,374.97167605337614
copper,secondary,US,0.9588162620111322,0.3470050134571071,0.7018023772953945,898.2616991115646,0.1164601713057648,10294.924531933171,374.2270367192471
nickel,mixed,AU,,2.0155490186218357,0.1748938081666016,4.089805090469872,0.21500245462882775,9766.127708441389,215.7645188175156
copper,primary,IN,0.20543723886888943,1.273456019057089,0.1640071637038273,119.79995290800609,0.18268538965530182,57659.08816208111,249.4520453297364
aluminium,secondary,AU,0.8110852001601712,0.5165485903217142,0.6898847183560337,,0.2764699263748792,,459.7090990143414
copper,mixed,RU,0.6112655366129482,2.21764924151958,0.1607120325863099,235.19898036732957,0.23780651292721058,9238.294144859774,160.13375794800936
copper,primary,CN,0.8234921362680958,0.42147205845485103,0.33587074837016834,2073.6635903645056,0.06442401558866036,68777.45356805096,1345.616255462538
copper,secondary,CN,,1.716221565429734,0.6278656879646032,15.404503822804397,0.8313239472061125,9843.773378556734,102.01284176510401
copper,primary,CN,0.7128198861082837,1.5979472858600292,0.35835936172752103,3284.9876405493605,0.28530370308393566,57158.14933493238,1033.7517133979175
copper,secondary,AU,0.8290653243160324,2.7502314651058235,0.806281730426841,488.5884094537558,0.9888809099717912,,245.14593837477918
copper,secondary,AU,0.5240864436702855,0.2133727586411951,0.839480048810809,409.0231064060361,0.14301071557628803,7941.542725020008,89.76662534424293
copper,secondary,US,0.2021665198563617,4.47624502749226,0.7294748333569805,30.678430030829542,3.0930171789566994,8460.323544786876,-17.546952828924958
aluminium,secondary,CN,0.8799571967561508,2.5279905649519,0.7571429209223439,159.6406394286641,1.2945794290858699,30730.589455196816,668.7175618611656
aluminium,primary,US,0.5047122900997301,0.587013967453718,0.1315513370486397,,0.03278847225633954,193073.9222197586,2422.5651283163143
aluminium,mixed,CN,0.5968341808132664,0.505224899941685,,218.66832880825282,0.19279525020681698,27912.15465314502,422.3578756568095
copper,secondary,US,0.20621331372317497,1.2300716491687627,,541.8419376958965,0.3496269994067951,9028.327073035574,-13.580810549887389
aluminium,primary,US,0.5936736082800784,3.5027262803071295,0.21842855927745353,3796.814903475095,0.704276445440652,176868.13222089937,2583.1910921179406
copper,secondary,RU,0.9891899212573836,3.802382018622881,0.8221926545927261,,1.9854809522383676,,305.28636743042887
lithium,secondary,US,,1.56983963751159,0.9104173535372615,429.10629716920243,0.8850188516230296,8948.823999964761,132.61001141477612
aluminium,primary,AU,0.5163346161939024,4.043843141338963,0.24665870004458967,596.0843615502617,0.7238272890770813,,2311.106089174189
copper,mixed,US,,0.11091716033996091,0.16809882180516766,89.93862122212866,0.01816495069165353,,94.02501762414063
copper,mixed,CN,0.8518349340189271,0.1716163186741333,0.35763746927859336,80.47922894897073,0.05764745983895306,9999.87137281729,168.64946512674908
aluminium,primary,US,0.5339132992048803,4.956786343515066,0.20757319145849884,304.6861032250788,0.7019108211123738,180497.31137362414,2458.793339153481
aluminium,mixed,IN,0.44773509632103403,3.0862624199177153,,243.7275291436277,0.8623717726669073,,324.7124218410664
aluminium,primary,BR,0.9502606399880538,1.2982431354640818,0.13282887015609735,626.2585138709364,0.12903265155411678,214317.08027588023,5111.7924273553335
aluminium,primary,CN,0.7417159733373355,2.901680332358905,0.20081419871727152,36.0213147706729,0.4755269036402519,191168.29871871436,3526.6951114428125
lithium,primary,IN,0.2952170435945129,6.330809964590896,0.05322331555821407,,0.3024421673768894,52773.84631579285,358.4849084339049
nickel,mixed,CN,0.2551423025077189,3.057604751472941,0.3534550335654847,7.18993916602061,0.45465733829850324,8293.185928964505,54.51011212086507
copper,secondary,AU,0.5868398806322952,3.795026452165964,0.8468747177243972,459.7941117345066,1.9137428756575816,8967.000134479527,109.12921996664333
nickel,primary,BR,0.37607205283781797,2.959293954845422,0.3771293299681825,413.4908476948391,1.0888024254190751,54647.63602574419,540.1917926648902
nickel,primary,BR,0.4031878027010028,0.4683531744394709,0.2322443152410853,72.34859560308468,0.10546587664627806,53038.37828378381,536.467200639066
aluminium,secondary,AU,0.9021537430622786,3.686410343253541,0.7376307442905071,81.79856863836488,1.1059910131854642,,674.1783012309701
nickel,primary,BR,0.27165281945304853,0.5340963817110649,0.30903301770839137,786.7398341043064,0.08597039564380739,57269.27328406592,420.68102256534456
copper,mixed,AU,0.7722912921831118,4.5626011554833354,,1092.6786987004655,0.23384641421364888,10507.693631943732,265.58896946989574
nickel,mixed,IN,0.4169138027044705,1.327378141914339,0.15147771803540477,166.35155049146675,0.1398821588394054,8751.955595287145,157.27197849421984
nickel,secondary,RU,0.8082625771233103,2.3600619681604846,0.7828341568993573,288.094655040534,1.3740495730685072,10460.007588345996,245.0318545234341
aluminium,mixed,CN,0.7779291075708357,1.475288092757988,0.2974749398847885,219.24863695164467,0.21936571574109867,28109.387678768417,581.031751614621
aluminium,primary,AU,,0.2974119226156391,,37.65658682072405,0.021236123026701092,146865.24990798175,697.977827959042
aluminium,mixed,CN,0.6073083303372793,0.7870163229198596,0.3320319712735167,559.2099543925651,0.14078547260438487,26914.74299903632,375.07189724302737
copper,secondary,IN,0.3114555859024371,8.337092632238368,0.6806927271746284,872.0361989228835,2.915749317332155,8347.516538992833,56.57975143807808
nickel,secondary,RU,0.8929816244629414,6.573812382254954,0.7644329970090153,181.83493099713206,2.6979174130639487,10362.397796882235,260.96447815343106
nickel,primary,IN,0.8972687062899254,0.8727575264900966,0.16681822323916606,2311.4529505764303,0.13857040440342666,,1591.7238453327664
aluminium,mixed,BR,0.5346766459950065,11.297118229229495,0.28792923979623075,39.441283975913365,2.672827755532435,27751.924226403364,355.60952819321545
copper,primary,CN,0.5555164947608644,3.8357851999929617,0.060997155852709865,542.0451926101106,0.20148681074160138,,972.4676285020811
copper,primary,RU,0.44262635152362173,1.9881436524263942,0.0758801322015954,297.3101939177546,0.09447220072305589,59205.11258944979,661.9990274055494
aluminium,primary,BR,0.7732850391680248,0.18190363143709426,0.34354803488513663,295.8388234781192,0.05908717451888343,197386.30987529922,3832.590434050891
aluminium,secondary,RU,0.48692909042116733,4.734318149607547,,305.91782312470326,2.8860192805326896,27336.946099016277,293.8770836686425
aluminium,secondary,BR,0.41423397961810704,1.7303100128651079,0.9259936147275709,149.66264540833984,1.36249189650574,26725.06611052061,260.73736732179987
lithium,secondary,IN,0.5457848476036067,4.157134168266478,0.8391676984480748,628.621442005707,3.427707249516861,9303.923264188086,103.47151560294844
aluminium,mixed,AU,,3.6967117946698673,0.2282482768399729,639.3060184265233,0.5228983606941192,23420.939114633034,159.9123706882467
copper,primary,CN,0.7972825637153631,3.679597368061828,0.07079737256452012,165.91947053993343,0.1996996469251736,68755.57156484784,1348.7841040712349
copper,secondary,US,0.2100771210174296,2.4958082502326167,0.8970003433537161,901.834435304787,2.117754419640681,9148.821430848506,19.607624482615137
aluminium,primary,US,0.7155880492164752,0.7889709019690551,0.260849568711079,190.51671135157736,0.17998134500177967,184417.34473723217,3305.422577989528
lithium,mixed,IN,0.3462916214038979,0.9194290213213392,0.2362527686236548,645.6614356714468,0.16031257337717666,8521.268337981106,178.6075798886145
lithium,mixed,CN,0.3859232369715305,0.8376952124228617,0.4498678572492135,64.48505840280151,0.16797363468854523,8063.504362618865,106.97574454213805
aluminium,secondary,CN,0.7085055989120319,0.14049929343538253,0.8879734777031587,92.38325731671844,0.09876398571651464,29962.195069231566,441.6988577978208
copper,secondary,IN,0.9943547726263258,1.847271600650666,0.7891029849353282,,1.0436070963655604,10876.682710805026,287.94679796232873
aluminium,primary,CN,0.8221739912580406,2.500185153949075,0.2514327109657841,,0.320919966152272,184340.45789182,3763.2531672977625
aluminium,primary,AU,0.3806717057787136,3.9464624513515942,0.12612124410849193,518.539666314234,0.46256886786220125,,1489.8900180972928
aluminium,mixed,IN,0.340819804032907,0.4020305452750226,,252.3854718349751,0.09757113621663219,22906.243017820365,230.3651896090388
copper,primary,AU,0.8929862962141364,1.6713283852813743,0.2789071155457794,40.51780815696924,0.294831328734497,73188.00230069847,1637.756172281416
copper,primary,CN,0.5553471583372034,0.11608075611062842,0.12684305567976897,233.91072763427465,0.01182989462134302,58544.372838786956,937.1298622602935
aluminium,primary,IN,,0.2998476375396902,0.36737663654885294,,0.076369573294466,167447.27815299053,1290.5050639543715
aluminium,mixed,CN,0.8897691386575506,0.21147313213746777,0.06373286845714131,555.841866177721,0.006113102646517619,29948.62958133885,654.8728701816673
lithium,primary,IN,0.8528738823314093,2.685447998865241,0.44302568023417094,87.29361986536856,0.752457759232385,70371.61920311736,1560.310336311288
aluminium,primary,CN,0.987125091117731,0.2690679450439055,0.39605973390854854,3.9072117499203567,0.04866697275486765,216134.34015903837,5334.8893164382325
aluminium,secondary,AU,,2.62075463937018,0.7897715360517602,699.1462606105599,1.0648077818831418,31786.180509718823,684.4144356372747
copper,mixed,AU,0.8814322709284335,0.6743636069758928,0.0945182651028266,56.230703926157396,0.025770249106885766,9732.409860832107,170.42338075253718
lithium,primary,CN,0.24205951824880254,4.302768433064374,0.13610910931586856,42.96914591082428,0.2979695578755166,,326.75294032654136
aluminium,primary,IN,0.28353229559849447,3.4548981215501993,0.16177406812542527,1.352435851784795,0.3343799477598695,174764.94412234085,1271.6695588568416
copper,primary,US,0.6551865554432983,6.4321027366914585,0.1464126951614444,,0.6808141790670098,65159.95683122827,1130.904567472585
copper,primary,AU,0.6251833970254568,4.404231197270653,0.2490080041813783,349.84819081870614,1.0435721523579744,58475.11236901094,954.0391956472079
aluminium,primary,AU,0.5663705715916284,5.515982979141949,0.42782414810685915,507.5917241072971,1.7090092192330182,173589.59610537632,2486.3025698434676
copper,secondary,BR,0.5174314603316674,4.014340160820175,0.8413158647923673,175.53380488320437,2.7807640109607967,,182.11306083619115
aluminium,secondary,US,0.5449683878914631,2.4643045634388856,0.9388553581796306,619.6699843761205,1.4219687303055992,,440.71654194367375
copper,secondary,CN,0.6554383473078362,0.4732837168446369,0.8796056589144087,92.76245547352981,0.35426492285480177,9433.193744911807,109.4105088846104
copper,primary,IN,0.201661214080065,0.7341051033070197,0.3986322901017931,891.8660468275398,0.22599883859095254,,260.4014867225925
copper,mixed,BR,0.4085670193062818,0.5783603215643723,0.06352851502860771,424.138887211942,0.02483330266460968,,64.0650420867461
aluminium,primary,CN,0.6146237765509689,1.9505912472654279,0.2117320237390169,438.4026030617399,0.2132172663136965,192287.56578591865,3017.726568908818
nickel,mixed,RU,0.7777728789389171,1.5008267831890179,0.3638940456344397,117.71904378360979,0.317922622356493,9124.089003846228,129.6814359038339
aluminium,secondary,AU,0.3393253539163171,4.136015628235298,0.6390731058624148,38.499245540894044,2.0420634530233865,25848.33350253973,172.51598469165614
aluminium,primary,RU,0.6375049390299463,6.201343002005529,0.4209330460696045,312.48713878627603,1.7114338066190973,178548.3326251298,2854.1325759030906
aluminium,secondary,AU,0.7715677471086255,1.1379168430482272,0.8439476319247802,478.05134738963073,0.8966061688927708,29414.310113892483,663.8293592031073
copper,primary,AU,0.5557021263311237,1.511859271442074,0.1480615784418974,49.93583606884945,0.12108046116617809,,848.254696403127
copper,secondary,RU,0.22166490693604085,7.2168505588332055,0.7133668607971206,1503.2396535797486,2.2850231077270373,7900.333067605856,95.86447435334793
aluminium,primary,RU,0.5594145267725095,0.7465879418689652,0.06293811516755904,1966.4793231074575,0.035411217972736754,185231.52509294613,2535.1900825312873
copper,primary,CN,0.4371559101953225,3.244195387979599,0.3087713364392987,394.2310451194692,0.9332278271112304,,655.6222365848273
aluminium,mixed,BR,0.9437196861610626,0.6104036979000642,0.2717180846035027,1498.558168197675,0.10263996053608765,29290.61873604319,635.4938830414604
copper,primary,BR,,2.388015171031595,0.3167345123045172,98.88731396899924,0.596491146030787,60063.19065831706,486.5562824149079
aluminium,mixed,RU,0.7219807644057858,0.6850291340377892,0.42205622135503823,,0.15579204569160512,27425.357695113376,416.472466779907
copper,primary,CN,0.24217581306760094,4.403738705899424,0.3249106446881726,20.103558095421153,1.0517728398616253,48507.83767492435,276.7295900842772
aluminium,secondary,BR,0.5569363502501572,1.748690338177272,0.7759742987701901,442.7746634104327,1.1833527217031887,28294.83215343075,291.3046151601086
lithium,secondary,CN,0.6431835897760645,0.5114267880700308,0.8174200506114637,31.81180772869231,0.3846980061422432,9292.973198432199,105.19158653980088
aluminium,secondary,CN,0.4383639450534924,0.608157227758966,0.6012378182961285,1591.580707830467,0.16932075447465875,26406.48345275799,218.16092716272328
aluminium,primary,AU,0.5640605084163075,1.461841243800029,0.12773285730950423,76.53666979300756,0.11461651653316478,185297.67738089678,2645.536701426134
aluminium,primary,BR,0.3308430356241499,6.619501140251109,0.11464383223814556,181.72233636070928,0.5948039263227061,,1498.820270545087
lithium,primary,BR,0.44329907957442893,3.036242739749475,0.13264483227239032,864.4424840223913,0.1694873760891353,64351.697117772484,689.7994783180934
nickel,primary,AU,0.6968850599281624,1.4400712160693825,0.2535363392522027,123.42384579073804,0.2973346224672702,,1133.902833052138
aluminium,secondary,RU,0.4414400446889241,0.9241311201755833,0.7323530646523613,139.17517995310064,0.4851370158661923,24916.711604788103,233.4338998176275
copper,mixed,AU,0.9197944627270973,1.6937668913806714,,514.0428350937431,0.4128152955320656,10334.258167858346,253.72787121951478
nickel,mixed,BR,0.7027255661127918,2.859518192547263,0.43650148289603585,161.54140020975692,1.1093767294983896,9891.225008751597,169.88424737291078
copper,secondary,BR,,3.1642926338445503,0.9275288943134085,122.59721870552765,1.6847637182522326,9612.059334636258,246.4314112702029
copper,secondary,RU,,0.8849263952276093,0.7411303154382785,146.63396504390067,0.6524675350115212,8249.259195631981,129.31630890933837
aluminium,secondary,AU,0.599638668163737,2.65422902794605,0.8480525263120045,337.30748322370846,2.0029234036241133,27114.884350297394,453.5063226814148
aluminium,primary,IN,0.8118209937000713,2.2446542606478586,,1692.168255184607,0.8311996972466293,189699.90346084995,3864.6752513309075
nickel,mixed,IN,0.4124460784099309,6.493851597821229,0.42697164373819485,892.6043111616209,1.2111348707277343,,110.58485814692663
lithium,secondary,RU,0.8454188557190139,5.449916378763617,0.8493897031965489,167.46390013075955,4.363328577244282,9283.033279779345,258.24574570162946
copper,secondary,AU,0.40144541284070523,3.2153930301533493,0.7287660238501965,225.78583985991403,2.0480950330328525,8875.977419347964,103.48762870586071
aluminium,primary,AU,0.8589971103606404,2.6703273167981054,,312.28863305716254,0.14193051428408707,203326.63988243486,4383.908166503561
aluminium,primary,CN,0.26821467328934195,0.7405251037845915,0.399718830829985,,0.18806443885669397,167524.1544616323,1094.4869655119185
copper,primary,BR,0.8929469670952237,3.841154184529554,,,0.15920177420729711,70293.80907692508,1534.8502333682775
nickel,mixed,US,0.5993491607466643,1.2155050128429568,0.17709221864705593,221.18108224572094,0.2132437497296691,9972.607325725743,144.06526221260168
nickel,secondary,RU,0.43723007169620964,0.7355694018299417,0.6700233581661481,653.6049989932318,0.4497332268801373,8780.65930737901,-34.75789217736673
copper,primary,US,0.41209060033211903,1.0695386404221399,0.21893115164119814,,0.22435245606458948,58465.84867589313,600.8772740119499
copper,mixed,US,0.5456084471442901,3.7149911498865786,0.10246248958610349,84.60901970515145,0.3324057393889199,8967.946955471107,110.2168930760468
aluminium,primary,RU,0.9992395984829161,0.4218244784860592,0.43771786481963204,128.98394159112777,0.1244121576924603,,5433.449839039708
aluminium,primary,AU,0.3762619147500661,1.3181957564764275,0.44365585881669445,127.89450282323587,0.30601599259306533,172509.99517008066,1683.9552918520933
nickel,primary,RU,0.2825733191031997,1.4559560110304253,0.12481707409548576,10.57710517755477,0.09537968331420636,58865.504595430655,544.417062595909
copper,secondary,US,0.6680281349749295,0.17463482217023812,0.723495441430725,463.3165463189527,0.062037848108202634,10042.988290845202,196.70197409980432
aluminium,mixed,BR,0.5908339731522056,0.5356803520746903,0.2061693304775567,555.3977125196831,0.08039981153557371,28257.126674375755,424.9830995855151
aluminium,primary,BR,0.6193570168506459,3.605951879126367,,461.3127396997656,0.6953034018096875,186416.4115050745,2858.150435813594
copper,mixed,BR,0.7335483340457738,3.6529622231601993,0.15507905275876066,36.9971374541109,0.5637100955692336,9568.111177853707,123.01974728986431
aluminium,primary,AU,0.4137152558965195,0.7917952677769073,0.06788410982195861,35.87160675570594,0.030765599946540195,179021.86916304924,1897.31241001655
aluminium,mixed,IN,0.9285319963071108,4.257239512442862,0.1572035934740894,118.1058813791273,0.5477093949604009,31602.02052680562,732.2145903265294
